"module name","version","license","development only","resolved"
"wrap-ansi","8.1.0","MIT","true","https://registry.npmjs.org/wrap-ansi/-/wrap-ansi-8.1.0.tgz"
"wrappy","1.0.2","ISC","false","https://registry.npmjs.org/wrappy/-/wrappy-1.0.2.tgz"
"write-file-atomic","7.0.1","ISC","false",""
"ws","8.21.1","MIT","false","https://registry.npmjs.org/ws/-/ws-8.21.1.tgz"
"xmlbuilder","15.1.1","MIT","true","https://registry.npmjs.org/xmlbuilder/-/xmlbuilder-15.1.1.tgz"
"y18n","5.0.8","ISC","true","https://registry.npmjs.org/y18n/-/y18n-5.0.8.tgz"
"yallist","4.0.0","ISC","false",""
"yallist","4.0.0","ISC","true","https://registry.npmjs.org/yallist/-/yallist-4.0.0.tgz"
"yallist","5.0.0","BlueOak-1.0.0","false",""
"yallist","5.0.0","BlueOak-1.0.0","false","https://registry.npmjs.org/yallist/-/yallist-5.0.0.tgz"
"yargs","17.7.2","MIT","true","https://registry.npmjs.org/yargs/-/yargs-17.7.2.tgz"
"yargs-parser","21.1.1","ISC","true","https://registry.npmjs.org/yargs-parser/-/yargs-parser-21.1.1.tgz"
"yauzl","2.10.0","MIT","false","https://registry.npmjs.org/yauzl/-/yauzl-2.10.0.tgz"
"yocto-queue","0.1.0","MIT","true","https://registry.npmjs.org/yocto-queue/-/yocto-queue-0.1.0.tgz"
"zip-stream","6.0.1","MIT","true","https://registry.npmjs.org/zip-stream/-/zip-stream-6.0.1.tgz"
